SAMindex,EGsmlie2D,TC_mean,S_area,PDOS_mean,PDOS_min,PDOS_max,PDOS_var,PDOS_sd,PDOS_gm,PDOS_hm,Peak1_frequency,Peak1_PDOS,Peak2_frequency,Peak2_PDOS,Peak3_frequency,Peak3_PDOS,Peak4_frequency,Peak4_PDOS,Peak5_frequency,Peak5_PDOS,E_pair_mean,E_pair_min,E_pair_max,E_pair_var,E_pair_sd,E_pair_gm,E_pair_hm,E_mol_mean,E_mol_min,E_mol_max,E_mol_var,E_mol_sd,E_mol_gm,E_mol_hm,TotEng_mean,TotEng_min,TotEng_max,TotEng_var,TotEng_sd,TotEng_gm,TotEng_hm,c_interface_up_mean,c_interface_up_min,c_interface_up_max,c_interface_up_var,c_interface_up_sd,c_interface_up_gm,c_interface_up_hm,c_interface_up1_mean,c_interface_up1_min,c_interface_up1_max,c_interface_up1_var,c_interface_up1_sd,c_interface_up1_gm,c_interface_up1_hm,c_interface_up2_mean,c_interface_up2_min,c_interface_up2_max,c_interface_up2_var,c_interface_up2_sd,c_interface_up2_gm,c_interface_up2_hm,c_interface_up3_mean,c_interface_up3_min,c_interface_up3_max,c_interface_up3_var,c_interface_up3_sd,c_interface_up3_gm,c_interface_up3_hm,c_interface_dw_mean,c_interface_dw_min,c_interface_dw_max,c_interface_dw_var,c_interface_dw_sd,c_interface_dw_gm,c_interface_dw_hm,c_interface_dw1_mean,c_interface_dw1_min,c_interface_dw1_max,c_interface_dw1_var,c_interface_dw1_sd,c_interface_dw1_gm,c_interface_dw1_hm,c_interface_dw2_mean,c_interface_dw2_min,c_interface_dw2_max,c_interface_dw2_var,c_interface_dw2_sd,c_interface_dw2_gm,c_interface_dw2_hm,c_interface_dw3_mean,c_interface_dw3_min,c_interface_dw3_max,c_interface_dw3_var,c_interface_dw3_sd,c_interface_dw3_gm,c_interface_dw3_hm,SAM_up_length_mean,SAM_up_length_min,SAM_up_length_max,SAM_up_length_var,SAM_up_length_sd,SAM_up_length_gm,SAM_up_length_hm,SAM_dw_length_mean,SAM_dw_length_min,SAM_dw_length_max,SAM_dw_length_var,SAM_dw_length_sd,SAM_dw_length_gm,SAM_dw_length_hm,Gold_up_length_mean,Gold_up_length_min,Gold_up_length_max,Gold_up_length_var,Gold_up_length_sd,Gold_up_length_gm,Gold_up_length_hm,Gold_dw_length_mean,Gold_dw_length_min,Gold_dw_length_max,Gold_dw_length_var,Gold_dw_length_sd,Gold_dw_length_gm,Gold_dw_length_hm,Water_length_mean,Water_length_min,Water_length_max,Water_length_var,Water_length_sd,Water_length_gm,Water_length_hm,Au_overlap_factor,Water_all_overlap_factor,Water_librations_overlap_factor,Water_bending_overlap_factor,Water_stretching_overlap_factor
SAM265,C[NH2+][C@@H](CN)C(=O)[O-],143.39175,1392.772,0.004130132,1.32E-05,0.031518482,2.80E-05,0.005294635,1.38E-05,0.00022909,88.96761319,0.031518482,43.44929946,0.022591861,37.64014404,0.019361839,30.55774907,0.010049921,33.50211552,0.008889385,-867960.2134,-868922.3,-864937.31,48362.57127,219.9149183,867887.4969,867960.1577,1175.811254,-1815.3812,1523.5161,12311.92051,110.9590938,1201.054755,1147.312927,-849141.1136,-851054.06,-848565.61,202829.9243,450.3664334,848956.3483,849140.875,-230.1675878,-276.10502,-191.88669,147.558338,12.1473593,234.4405921,229.5267451,-0.248472504,-34.047793,45.81905,110.7887904,10.52562542,6.08031013,1.689858003,-0.122134467,-45.770758,44.6499,102.1501752,10.10693698,7.456468931,1.04291643,-15.83552995,-91.667551,66.477328,366.3919811,19.14136832,20.23727552,5.184233836,-217.9214002,-267.33016,-169.02145,183.4689754,13.545072,220.5896568,217.0757508,0.061649001,-43.047182,44.425197,112.4975861,10.60648793,4.590813308,0.972540913,-0.182256819,-40.670691,43.071973,101.6767818,10.08349056,10.82207959,1.479768668,14.43509023,-68.296538,75.485249,371.6384846,19.27792739,16.718803,3.396396724,12.80036824,12.32611,13.65803,0.026532177,0.162887008,12.71726848,12.79831001,12.93238896,12.325533,13.725207,0.035574699,0.188612563,12.81808664,12.92965423,57.09385884,56.94264,57.35855,0.00216899,0.046572417,57.10803128,57.09382087,57.15350087,56.9926168,57.4583068,0.002914766,0.053988574,57.12440311,57.1534499,49.51748464,47.74246,51.63487,0.421488625,0.649221553,49.54459787,49.50899343,0.075189028,0.346819561,0.342683032,0.192001458,0.327961488
SAM266,COC(=O)C1(N)CNC1,105.022,1391.651,0.004129767,1.09E-05,0.036045538,3.66E-05,0.006046002,1.11E-05,0.000137259,88.56972583,0.036045538,43.36972199,0.024200577,37.40141163,0.020008281,40.2662006,0.014186913,35.96901714,0.013873491,-859883.0981,-860869.21,-856880.11,50236.79441,224.1356607,859750.2528,859883.0397,5498.149086,2489.1042,5767.0154,12239.55102,110.6325044,5533.634463,5495.538336,-836643.9901,-838457.67,-836100.93,196756.0965,443.5719744,836320.678,836643.7552,-122.6002762,-152.17737,-96.137683,68.16861882,8.256428939,126.0127166,122.0399997,-0.193514256,-37.787476,28.889897,47.74896512,6.910062599,4.533249236,0.950747322,-0.450007835,-28.176875,30.874104,52.88617069,7.272287858,3.537955109,0.687056825,-3.470828875,-44.106254,56.218042,196.0853003,14.00304611,6.542886224,1.997875474,-109.9774163,-145.68068,-79.136,86.47017568,9.298934115,112.6304314,109.1916607,0.016195126,-39.964884,40.452181,56.40124059,7.510075938,2.67366382,0.701510974,0.105022311,-30.607685,34.715676,57.67587017,7.594463126,4.867342611,0.881300298,3.52036706,-51.75628,44.516773,201.0333348,14.17862246,5.058285934,2.043339264,14.51104013,14.09308,14.98705,0.014473468,0.120305727,14.56128481,14.51004524,14.50751353,14.116637,15.046166,0.016920204,0.130077683,14.47304204,14.50635085,57.05862981,56.91464,57.332,0.0021299,0.046150839,57.04382006,57.0585925,57.19543996,57.0474274,57.5002034,0.003055377,0.055275468,57.23578081,57.19538657,48.87215946,46.783413,51.161535,0.462704531,0.680223883,48.2757211,48.86269164,0.077859083,0.295512523,0.324678256,0.154905346,0.095334767
SAM267,COCCN[C@H]1CC(=O)NC1=O,137.77775,1393.057,0.004130192,1.03E-05,0.037572153,3.84E-05,0.006196224,1.06E-05,0.000141121,88.80845825,0.037572153,44.32465165,0.024746589,37.40141163,0.022036711,30.31901666,0.012020423,32.62676333,0.009089112,-851823.8451,-852733.5,-848971.96,36907.89031,192.1142637,851740.0278,851823.8018,2856.716284,-116.65977,3152.3881,12725.35269,112.806705,2902.883013,2843.982639,-830609.7119,-832484.88,-829930.98,159295.8063,399.1187872,830399.5773,830609.5203,-244.9230775,-291.71983,-189.8339,170.1224805,13.04310088,223.9581268,244.2240839,0.377581444,-47.041203,41.656056,112.2868692,10.59654987,3.387178972,0.708619501,-0.511327712,-38.919601,49.334439,117.1113614,10.82180028,7.673472584,1.238228884,-11.1408033,-71.14085,83.820291,360.3464148,18.9827926,17.99060896,3.623271371,-229.2530086,-297.51728,-174.09801,211.9140127,14.55726666,246.4391464,228.3255047,-0.221101265,-46.195928,48.919223,112.1995438,10.59242861,6.180707241,0.931539432,-0.328410894,-45.427437,43.404413,106.0120602,10.29621582,7.696385554,0.307527664,11.68890929,-74.011011,69.571746,377.4665819,19.42849922,13.96377476,2.727572839,16.6832601,16.03568,17.49428,0.047347129,0.217593954,16.64620014,16.68043056,16.62315206,15.846054,17.640455,0.076491146,0.276570327,16.49311298,16.6185814,57.06356915,56.92029,57.35807,0.0022689,0.047632968,57.05118477,57.06352941,57.15872168,57.000146,57.475413,0.002876237,0.053630564,57.17436764,57.15867139,47.80410368,46.36664,50.490402,0.233278103,0.48298872,48.35299121,47.79924179,0.081322866,0.300031223,0.341987921,0.118761557,0.075968466
SAM268,COC[C@@H](N)C(N)=O,171.327,1391.572,0.004128866,2.16E-05,0.038170018,3.32E-05,0.005760966,2.43E-05,0.000250557,88.56972583,0.038170018,37.4809891,0.021200765,44.16549671,0.01890482,43.13098958,0.018695267,40.02746819,0.010891745,-866841.2655,-867812.26,-863960.4,43747.9305,209.1600595,866757.7825,866841.2151,2711.245964,-168.27559,3039.4189,12511.666,111.8555587,2730.038844,2701.670578,-846383.7479,-848160.49,-845722.76,195499.0701,442.1527679,846117.0159,846383.5172,-193.1741261,-242.0828,-148.55638,191.5692393,13.84085399,197.5910742,192.166193,-0.061246568,-36.746874,38.923196,83.73069305,9.150447697,6.88825821,0.802755114,0.064202938,-37.564725,33.76362,82.30208843,9.072049847,2.7307059,1.325483893,-10.92521541,-65.914968,66.872763,332.7742042,18.24209978,5.080308155,3.02486767,-175.3607696,-219.5215,-126.32409,160.3715867,12.66379038,162.9389893,174.4390206,0.14977569,-34.463418,44.356646,83.24856828,9.124065338,5.311308114,1.21770121,0.093636558,-47.330149,37.970966,82.62364112,9.089754734,4.064579855,1.470089926,11.01661117,-73.225128,64.979677,345.7871591,18.59535316,14.67453778,2.287018322,13.86685182,13.22768,15.05558,0.047075909,0.216969833,14.01349913,13.86348703,14.07160383,13.549673,14.918265,0.041097385,0.202724901,13.94346191,14.06870338,57.09345466,56.96273,57.40842,0.002251986,0.047455098,57.113482,57.09341524,57.16960449,57.022136,57.45854,0.003036241,0.055102094,57.18424253,57.16955142,47.3927904,46.166267,49.918581,0.170467723,0.41287737,47.19683364,47.38920966,0.081817093,0.329463544,0.364410827,0.191897062,0.097839183
SAM269,COC[C@H](N)C(N)=O,164.4095,1391.91,0.004129187,2.18E-05,0.037475382,3.31E-05,0.005749319,2.49E-05,0.000246906,88.72888077,0.037475382,37.4809891,0.021746422,43.13098958,0.018717094,44.24507418,0.018310616,35.49155231,0.011460945,-866986.2635,-867989.26,-864081.41,46210.48474,214.9662409,866837.3561,866986.2102,2757.828189,-221.69372,3085.8905,14346.31119,119.7760877,2786.347754,2748.490706,-846473.1458,-848492.17,-845867.41,208218.4189,456.3095647,846168.3958,846472.9002,-181.8668949,-219.64333,-146.21874,108.7841286,10.42996302,174.4338951,181.2658841,-0.095895108,-30.931604,32.220847,67.49608295,8.215599975,4.147988047,0.894986082,-0.104282918,-34.200867,27.448761,64.40191859,8.025080597,4.917986622,0.823247848,-14.62574607,-72.238489,59.129264,321.048867,17.91783656,11.49805685,2.956818935,-177.1662648,-220.66018,-135.49296,141.1841013,11.88209162,187.673436,176.3635146,0.031620743,-44.284685,42.701069,77.63752097,8.811215635,2.256792466,1.232082046,0.053456405,-31.809027,40.232071,74.29956994,8.61971983,5.06690815,1.318447861,13.20236815,-82.738034,66.664565,337.5486625,18.37249745,21.89768498,2.295431324,13.3311306,12.63182,14.36321,0.046895234,0.216553073,13.15819996,13.32763492,14.13161842,13.458835,15.259235,0.057345432,0.239469063,14.0103347,14.12758582,57.10812024,56.9598,57.34621,0.002039672,0.045162724,57.11496677,57.10808455,57.22375765,57.0764313,57.5402813,0.003020326,0.054957495,57.23156101,57.2237049,46.68060307,45.748657,48.200089,0.091591553,0.302640964,46.59263727,46.67864581,0.079634805,0.324816985,0.359708457,0.180125446,0.098511949
SAM270,C[C@@H](NC(=O)CN)C(N)=O,109.47,1392.816,0.004128613,3.20E-05,0.033884487,2.64E-05,0.005137483,3.33E-05,0.000472898,88.6493033,0.033884487,37.40141163,0.022585799,43.76760935,0.019769039,35.73028472,0.013026761,19.89436789,0.010807795,-889028.3438,-889971.38,-885981.4,40539.18317,201.3434458,888939.9554,889028.2982,4946.341379,1918.4468,5254.6199,13877.90817,117.8045338,4955.327636,4942.964868,-866097.3752,-867735.78,-865391.9,165086.4773,406.3083524,865996.3045,866097.1848,-110.0701643,-144.35067,-75.657642,78.71929839,8.872389666,118.9917192,109.3521646,0.065695244,-26.584731,25.260659,38.95438225,6.241344587,2.933989984,0.978993479,-0.103455433,-28.015561,29.436216,49.39655107,7.028267999,3.163899458,0.209485702,-4.941836152,-43.09798,53.025867,172.2827084,13.12565078,11.41316945,1.604108733,-98.03258884,-129.84713,-66.670715,72.9385113,8.540404633,102.6736016,97.28322046,-0.064638049,-28.212245,32.967185,39.70249844,6.300991861,3.467973062,0.979491071,0.212469176,-34.679242,37.267293,48.30117729,6.94990484,2.285585726,0.864171165,4.73815907,-62.318547,44.920888,174.0095632,13.19126845,6.964333542,1.704905438,13.27488016,12.74732,14.00959,0.029131381,0.170679176,13.26180135,13.27269503,13.6391933,13.064417,14.214795,0.023409093,0.153000303,13.76246816,13.63748119,57.05273782,56.93689,57.32287,0.00191971,0.043814491,57.08158642,57.05270419,57.14814287,56.9919477,57.4175827,0.002938654,0.054209352,57.15428995,57.14809149,47.28046438,45.680704,49.760895,0.314530958,0.560830596,47.41400784,47.27384266,0.079371458,0.353922427,0.39704462,0.224617392,0.070795677
SAM271,C[C@@H](O)[C@@H](N)C(N)=O,186.62825,1391.372,0.004129378,2.87E-05,0.039855875,3.28E-05,0.005728171,3.21E-05,0.000299293,88.49014836,0.039855875,37.40141163,0.02155049,43.36972199,0.020850262,35.41197484,0.011923661,30.23943919,0.011009706,-866937.346,-867753.58,-863894.83,38083.28681,195.1493961,866967.2199,866937.3021,2821.630271,-209.64584,3109.9764,14404.57736,120.0190708,2877.434715,2812.153826,-846466.2345,-848284.66,-845753.06,173798.9563,416.8920199,846423.4297,846466.0294,-227.6262582,-276.93659,-187.58659,138.7927806,11.78103478,209.5372538,227.0137155,0.045566213,-40.274227,41.517554,103.7131679,10.18396622,6.674882987,1.859934597,0.201309037,-41.058107,44.187186,104.8686403,10.24053906,4.645203455,1.55623701,-7.252644564,-67.055857,84.226132,398.6930798,19.96730026,17.28389361,2.725466245,-215.9801159,-261.31834,-168.64734,165.967636,12.8828427,220.5944083,215.2068198,-0.18035467,-38.111654,41.22899,106.3265094,10.31147465,6.672479325,1.150032265,0.03747705,-38.194464,45.996743,105.3735016,10.2651596,4.238845233,1.147899953,9.187020848,-74.318092,71.275618,409.9649999,20.24759245,15.33477488,2.83782228,13.39860222,12.96528,14.02196,0.01538381,0.124031488,13.41057311,13.39745771,13.56546823,13.140788,14.16521,0.018408221,0.135676899,13.53070362,13.56411591,57.05606858,56.91481,57.2941,0.002110289,0.045937886,57.05997841,57.05603161,57.21253846,57.0599725,57.5050515,0.003028083,0.055028017,57.20545941,57.21248557,47.25852513,46.091533,49.000859,0.159654115,0.399567409,47.52681031,47.25515647,0.079749096,0.340141767,0.380077352,0.194755352,0.093778663
SAM272,C[C@@]1(C(=O)NCCO)CNCCO1,79.8305,1394.077,0.004130058,8.93E-06,0.031173487,3.48E-05,0.005899973,8.99E-06,0.000127127,88.80845825,0.031173487,43.52887694,0.023444269,37.64014404,0.01781379,35.01408748,0.011994509,39.78873577,0.01156909,-858993.5949,-859993.41,-855991.27,51369.94052,226.6493779,858903.2,858993.5351,3476.666818,509.85715,3799.5629,12681.88733,112.613886,3508.392195,3470.794242,-836639.9741,-838527.01,-835946.25,201003.8026,448.3344762,836375.9557,836639.7342,-160.9141073,-203.98958,-114.81029,186.5712815,13.65910983,149.9977421,159.7345789,0.23518327,-45.163036,44.96631,97.19021796,9.858509926,4.186920565,0.816404667,-0.047090256,-39.992177,42.90085,97.43383175,9.870857701,5.663534497,1.065124595,-7.393103608,-48.958558,50.359182,207.0960142,14.39083091,12.54239293,2.607429458,-150.4773039,-198.49807,-107.2237,169.4390304,13.01687483,164.9895446,149.3444314,-0.185587922,-40.990465,40.290489,90.71362285,9.524369945,8.097602448,0.083863761,0.0595964,-49.205431,47.572269,103.5724062,10.17705292,5.146215956,0.7102288,7.390250432,-58.995742,51.818994,222.2429996,14.90781673,7.116546265,0.942905463,22.34579206,19.38576,25.90289,0.854589242,0.924439961,20.61388771,22.30761814,20.89664724,18.741164,25.513054,0.903416992,0.950482505,20.50345658,20.85447107,57.08505065,56.95695,57.41395,0.002405629,0.04904721,57.10381206,57.08500854,57.16606978,57.009733,57.514603,0.003102101,0.055696507,57.1468585,57.16601555,52.50027648,50.56634,54.744704,0.303849661,0.551225599,52.13716845,52.49449934,0.069934954,0.299232349,0.337737816,0.073095234,0.136545847
SAM273,C[C@@H](O)[C@H](N)C(N)=O,210.4105,1392.043,0.004129363,2.64E-05,0.038935028,3.20E-05,0.005652722,3.03E-05,0.000307645,88.49014836,0.038935028,43.36972199,0.021244177,37.40141163,0.020292539,35.57112978,0.011367938,30.23943919,0.010497597,-867007.9236,-867910.79,-864100.28,39687.51463,199.2172549,866945.976,867007.8778,2841.380317,-192.60418,3120.7739,14990.95509,122.4375559,2866.441894,2831.216345,-846483.3048,-848453.08,-845899.31,187107.276,432.5589856,846271.2412,846483.084,-222.7167377,-264.85499,-178.52512,131.6746822,11.47495892,225.100126,222.121094,-0.365213563,-42.119066,47.636564,114.6868848,10.70919627,6.237460238,1.08541737,0.332484758,-37.93275,36.339725,106.8135204,10.33506267,2.965661896,1.437120524,-3.611932017,-70.920537,87.663977,419.2375942,20.47529228,7.572209494,3.294882976,-220.5857361,-272.10624,-171.14952,166.9830087,12.92219056,227.8926072,219.826162,0.014398807,-38.129,39.099347,113.41935,10.64985211,6.483009096,1.330697463,-0.003904859,-42.288412,43.069076,112.0255726,10.58421337,5.900035665,1.476783703,4.920120969,-86.303641,75.807081,432.1184414,20.78745875,14.27579059,0.152740826,13.40075288,12.96088,13.94756,0.015207947,0.123320504,13.40341774,13.3996211,13.55039109,13.141119,14.144336,0.018978408,0.137762143,13.53882029,13.54899572,57.09495342,56.97039,57.3437,0.002150436,0.046372789,57.087529,57.09491577,57.19858014,57.0521736,57.4563286,0.002916956,0.054008853,57.18202178,57.19852917,46.81020515,45.587865,48.647494,0.162376565,0.402959756,47.02339961,46.80674431,0.078201784,0.342993094,0.382890289,0.193632886,0.101077048
SAM274,Cn1c(CN)n[nH]c1=O,145.427,1391.919,0.00412964,6.44E-06,0.041504215,3.91E-05,0.006256005,6.70E-06,0.000103533,88.56972583,0.041504215,43.05141211,0.025171259,37.4809891,0.02171942,35.88943967,0.01285492,19.576058,0.012435217,-858400.3193,-859421.91,-855393.47,46336.741,215.2597059,858267.7678,858400.2653,2974.776255,47.874902,3235.638,12754.52987,112.9359547,3023.652819,2948.064715,-837939.4607,-839936.6,-837235.36,185651.1216,430.872512,837643.9491,837939.2394,-196.2218037,-245.59483,-146.98599,189.3652,13.76100287,193.1287923,195.252114,0.387538147,-39.216383,42.229739,105.2336424,10.25834501,5.154925199,1.611694562,-0.144634409,-36.004004,37.293761,92.37879712,9.611388928,7.328811388,1.236496268,-4.113882819,-56.268609,75.525698,304.5410313,17.45110401,15.67058786,2.316780479,-206.4187082,-265.20014,-154.90897,247.585346,15.73484496,202.8604881,205.2130745,-0.627150078,-48.130351,43.423222,121.5806362,11.02636097,3.104577189,0.390212535,-0.110858279,-49.529802,42.011792,118.0788729,10.86641031,5.089247184,1.054801241,4.791548767,-74.124977,62.272572,348.7349979,18.67444773,15.78666307,2.520373487,15.37531517,14.27856,16.99677,0.093646171,0.306016619,15.11413361,15.36930596,16.17614481,14.757161,20.037873,0.522965421,0.723163482,15.85604755,16.14538683,57.06108597,56.93068,57.29681,0.002146148,0.04632654,57.05183397,57.06104837,57.21716269,57.0614052,57.4808172,0.003007881,0.054844149,57.22054894,57.21711015,48.95371834,47.059457,51.268998,0.393177839,0.627038945,49.20323226,48.94571193,0.113202923,0.350496313,0.39272918,0.108355339,0.211796403
SAM275,NC(=O)[C@H](N)CO,154.62575,1391.655,0.004129408,1.99E-05,0.034577931,3.20E-05,0.005653953,2.03E-05,0.000276291,88.6493033,0.034577931,42.97183463,0.02242505,37.24225668,0.019024893,40.66408796,0.012181507,19.81479041,0.009733615,-864605.5494,-865550.14,-861603.12,46713.94319,216.1340861,864642.2636,864605.4954,2749.071776,-180.379,3073.76,13606.65999,116.6475889,2754.9574,2739.289746,-844581.5267,-846555.5,-843951.56,205300.9988,453.1015326,844667.0527,844581.2839,-175.1835629,-212.41891,-131.74401,117.8897308,10.85770375,171.3718093,174.5058055,0.010285701,-37.015242,33.23754,75.66130619,8.698350774,3.809825831,0.953391985,-0.305755174,-31.014724,33.495687,70.457578,8.393901239,5.150299672,1.114523212,-9.761636131,-65.37515,62.536788,307.1050153,17.52441198,13.42445611,0.810374251,-157.5617654,-197.54608,-105.66877,134.1183427,11.5809474,170.1594464,156.69926,-0.076198807,-36.344338,33.580706,71.37115412,8.448145011,5.936312057,1.030698168,0.184895489,-32.581632,36.01241,71.69252014,8.467143565,4.790550967,0.776699069,9.907670347,-60.825171,64.454379,286.7108795,16.93253907,17.48070546,2.822582987,12.18318589,11.53251,13.19527,0.038727432,0.196792866,12.14938181,12.18002484,12.44204044,11.891113,13.498651,0.040063804,0.200159447,12.44809379,12.43884582,57.09913064,56.96854,57.3352,0.002118608,0.046028334,57.11786163,57.09909355,57.15444922,57.0157872,57.4577762,0.002937516,0.054198855,57.19255736,57.15439786,47.37541152,45.970929,49.292405,0.189885467,0.435758496,47.38687467,47.37141559,0.078117596,0.326913875,0.377579325,0.105941814,0.096742786
SAM276,NC(=O)[C@@H](N)CO,152.52825,1391.59,0.004129469,2.19E-05,0.033805982,3.09E-05,0.005559763,2.34E-05,0.000288525,88.6493033,0.033805982,42.97183463,0.022621321,37.24225668,0.018264684,40.74366543,0.012868244,102.8936707,0.010110149,-864492.5023,-865476.95,-861478.34,50654.57518,225.065713,864427.1259,864492.4437,2733.82322,-266.34427,3011.8931,13728.19833,117.1673945,2815.528551,2725.556854,-844426.8371,-846431.85,-843779.15,213651.3618,462.2243631,844166.8044,844426.5844,-171.9149065,-211.16875,-127.67683,127.4360792,11.28875898,177.3007347,171.1624044,0.320904911,-34.316654,30.998449,77.31261185,8.792759058,5.415277201,0.187379302,-0.02304107,-34.799296,30.831443,61.78050776,7.860057745,3.205431703,0.28431479,-12.06956646,-65.229057,61.597151,291.976794,17.08732846,11.9951752,3.406737856,-150.544426,-195.79254,-106.97311,151.7040781,12.31682094,167.5567455,149.5218074,-0.172170445,-33.24653,35.568811,75.98920545,8.717178755,6.697274287,1.018221802,-0.116476085,-34.053643,33.519674,59.0167323,7.682234851,3.390705527,1.193514266,12.09774601,-58.640078,67.334173,272.4274426,16.50537617,14.71193613,3.110504797,12.29957,11.60596,13.18804,0.04015055,0.200376022,12.04092355,12.29631118,12.47900115,11.670109,13.391606,0.04014359,0.200358655,12.39478503,12.47580339,57.08324337,56.94044,57.32014,0.002058569,0.045371459,57.08642238,57.08320733,57.15444017,56.9837444,57.4066114,0.003030445,0.055049478,57.14139141,57.15438718,48.05517112,46.651882,50.367673,0.228786065,0.478315863,47.92441229,48.05042702,0.07701258,0.331562429,0.380837319,0.106594146,0.113312374
SAM277,NC(=O)C(=O)N1CCNCC1,84.62875,1392.902,0.004130241,7.36E-06,0.03513809,3.67E-05,0.006062094,7.52E-06,0.000115801,88.72888077,0.03513809,43.05141211,0.025759106,37.24225668,0.014854286,36.12817208,0.014398802,31.27394632,0.009540588,-863121.714,-864195.71,-860242.7,44448.72783,210.8286694,863092.4682,863121.6625,3177.397786,225.10691,3471.0365,12218.79835,110.5386736,3190.709701,3168.579677,-841832.9986,-843726.34,-841310.58,187809.8878,433.3703817,841778.3475,841832.7758,-124.4115873,-162.24259,-88.808589,72.90645148,8.538527477,124.3947809,123.8233983,-0.130848278,-22.917084,26.576791,37.41216547,6.116548493,3.07679769,0.646848068,0.171527235,-32.08856,29.343203,45.26925027,6.728242732,3.595166814,0.583245395,-6.292423355,-49.121913,55.088637,202.2141868,14.22020347,3.742753915,0.984727722,-111.1091826,-143.85366,-70.154128,79.21738283,8.900414756,107.9067639,110.3865711,0.045496383,-40.204557,23.523818,36.12689246,6.01056507,2.315761136,0.591676476,0.042762409,-30.563441,41.880331,38.60468065,6.213266504,4.373006323,0.636076694,6.607905361,-69.582579,53.189037,197.5528246,14.05534861,9.856179909,1.314974803,15.04938694,14.31126,16.09403,0.081779912,0.285971873,14.98646515,15.04397806,15.08035312,14.253254,16.192023,0.096723444,0.31100393,15.03270622,15.07396552,57.08002418,56.94927,57.33633,0.002131209,0.046165024,57.06003042,57.07998686,57.20104046,57.0413529,57.4916419,0.002949231,0.054306826,57.20180292,57.20098893,48.90722826,46.90781,53.699639,0.986593158,0.993273959,49.42748892,48.88754221,0.074925429,0.308699146,0.343372786,0.101756475,0.149385199
SAM278,NC(=O)CCN1CCN(C=O)CC1,143.44975,1392.849,0.004130617,9.83E-06,0.036916821,4.05E-05,0.006364807,1.01E-05,9.38E-05,88.80845825,0.036916821,43.05141211,0.024057849,36.3669045,0.019062584,40.66408796,0.013961316,30.15986172,0.009871413,-849327.8271,-850209.71,-846308.45,35777.77188,189.1501305,849307.5474,849327.785,3210.73669,245.24712,3500.3121,14505.46219,120.4386242,3158.512218,3201.563725,-827308.9497,-829072.95,-826633.74,178107.1209,422.0273935,827200.4524,827308.7347,-283.2309788,-345.01776,-227.51792,261.1414278,16.15987091,266.7720721,282.3043911,-0.048222191,-57.001012,48.532401,164.407608,12.82215302,7.662115474,2.204439123,-0.681096379,-52.132444,57.550974,169.4796118,13.01843354,7.447044936,0.884202775,-11.85015314,-73.15152,72.552079,393.2610182,19.83080982,14.78837196,3.58185813,-244.9203794,-299.41172,-188.60016,268.0106395,16.3710305,241.2078417,243.8108486,-0.486310013,-45.514322,48.198183,157.10143,12.53401093,11.07210644,1.603530366,0.160256064,-53.601697,46.350021,147.6997249,12.15317756,3.716340216,1.493718638,12.60908529,-77.848548,74.7502,375.031612,19.36573293,13.20681008,2.327296124,17.87522822,17.3773,18.48995,0.023010508,0.15169215,17.85516194,17.87394364,17.81868191,17.299135,18.58166,0.030972445,0.175989902,17.87231521,17.81695118,57.04732983,56.91949,57.3158,0.002123499,0.046081443,57.0650357,57.04729263,57.17124829,57.030072,57.432278,0.002874586,0.053615169,57.20477425,57.17119804,50.08175376,46.782692,53.470286,0.940445568,0.969765728,50.01480583,50.06290728,0.073678389,0.298324167,0.356399661,0.054786669,0.074801684
SAM279,NC(=O)CN1CCC[C@H](C(N)=O)C1,153.3895,1393.599,0.004130767,2.15E-05,0.034213126,3.40E-05,0.005833217,2.44E-05,0.00017354,89.12676813,0.034213126,43.60845441,0.021795409,37.56056657,0.016393876,33.82042541,0.01130669,30.87605896,0.009051198,-851305.4445,-852193.25,-848490.41,38961.68684,197.3871496,851129.4789,851305.3987,3021.946847,105.49619,3352.1588,15500.58954,124.5013636,3069.759001,3006.490149,-829420.5651,-831336.35,-828871.4,197329.7114,444.2180899,829145.7548,829420.3275,-181.0519059,-225.59311,-137.55678,149.9588668,12.24576934,193.0936665,180.2080282,-0.350734574,-37.465691,39.110997,88.08816381,9.38552949,5.570575055,1.543048882,-0.139337053,-36.411635,36.746922,83.01065669,9.111018422,4.964975232,0.844188026,-9.002676169,-67.525267,77.530514,304.4450046,17.44835249,13.14289871,0.886988155,-174.314769,-219.87851,-132.34163,149.0539484,12.20876523,172.5208177,173.4537049,-0.357023127,-42.018173,39.953606,105.6479566,10.27851918,5.253999492,1.322370244,-0.329626039,-41.4714,59.02198,96.51323598,9.824115023,9.461040088,1.205228528,8.134816833,-67.519922,68.496292,312.5526397,17.67915834,15.13035088,1.105587177,17.21465808,16.75555,18.01548,0.023022079,0.151730282,17.38905337,17.21332711,17.50984033,17.018016,18.218315,0.021984671,0.148272288,17.51811301,17.50858928,57.07866731,56.949,57.34164,0.002102689,0.045855086,57.09864243,57.07863049,57.15647629,56.993967,57.501417,0.002974171,0.054535957,57.16749669,57.15642429,48.04704466,46.8088,50.348366,0.197131284,0.44399469,48.41616837,48.0429493,0.068378169,0.318650685,0.368327703,0.105984853,0.101301828
